validation_row,source_example_id,source_split,task_type,operation_group,scenario,tool_call_count,deck_id,source_pack_id,deck_identity,original_user_request,confirmation_gated,deck_recovered,deck_slide_count,expected_slide_no,expected_arguments,rewrite_type,rewritten_user_request,hardness_score,hardness_tags,difficulty,eligible,selected,selected_task_id,exclusion_reason,selection_status
94,editing::batch_16::edit_deck_625e1395dd0a__move_for_flow_001,validation,deck_editing,move_slide,move_for_flow,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Could you move slide 10 to right after slide 3 to improve the flow? Thanks!,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
95,editing::batch_16::edit_deck_625e1395dd0a__move_for_flow_002,validation,deck_editing,move_slide,move_for_flow,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Could you move slide 9 to right after slide 3 to improve the flow? Thanks!,true,true,10,9,"{""after_slide_no"": 3}",target_number_to_unique_title+preservation_constraints_added+destination_number_to_unique_title,"Move the slide titled “Limitations and Evidence Gaps in Current AI Governance Frameworks” so it appears directly after the slide titled “The Stakes of Governing AI Bias: Why It Demands Our Attention”. Keep the moved slide's title, content, and layout unchanged. Preserve all citation and source references exactly as they are. Do not edit or move any other slide.",11,semantic_title_target|semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,false,,,eligible_not_selected
96,editing::batch_16::edit_deck_625e1395dd0a__relayout_slide_001,validation,deck_editing,set_layout,relayout_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Could you switch slide 3 to a TwoColumn layout? Keep the text the same.,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
97,editing::batch_16::edit_deck_625e1395dd0a__relayout_slide_002,validation,deck_editing,set_layout,relayout_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Could you switch slide 4 to a TwoColumn layout? Keep the text the same. Thanks!,false,true,10,4,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added,Change only the slide titled “Real-World AI Deployments: Contexts Where Bias Emerges” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide.,5,semantic_title_target|citation_preservation|long_deck|trivial_operation_penalty,medium,true,false,,,eligible_not_selected
98,editing::batch_16::edit_deck_625e1395dd0a__retitle_slide_001,validation,deck_editing,edit_slide,retitle_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Could you give slide 3 a sharper title? Keep the content as is.,false,true,10,3,"{""new_title"": ""Towards Standard Identifying Managing Bias Artificial""}",target_number_to_unique_title+preservation_constraints_added,"On the slide titled “The Stakes of Governing AI Bias: Why It Demands Our Attention”, replace only the title with “Towards Standard Identifying Managing Bias Artificial”. Keep all bullet content and the layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,false,,,eligible_not_selected
99,editing::batch_16::edit_deck_625e1395dd0a__retitle_slide_002,validation,deck_editing,edit_slide,retitle_slide,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Could you give slide 4 a sharper title? Keep the content as is.,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
100,editing::batch_16::edit_deck_625e1395dd0a__rewrite_slide_preserve_citation_001,validation,deck_editing,edit_content,rewrite_slide_preserve_citation,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,"Please rephrase slide 3 more clearly, but keep the citation “Sources: NIST; US Government Accountability Office”.",false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
101,editing::batch_16::edit_deck_625e1395dd0a__set_decorative_image_001,validation,deck_editing,set_image,set_decorative_image,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Slide 10 looks plain. Could you add a simple decorative image to it? Thanks!,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
102,editing::batch_16::edit_deck_625e1395dd0a__set_decorative_image_002,validation,deck_editing,set_image,set_decorative_image,1,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,Slide 3 looks plain. Could you add a simple decorative image to it?,false,true,10,3,"{""image_prompt"": ""Decorative illustrative graphic evoking the theme of “The Stakes of Governing AI Bias: Why It Demands Our Attention”.""}",target_number_to_unique_title+preservation_constraints_added,"Add exactly one decorative image to the slide titled “The Stakes of Governing AI Bias: Why It Demands Our Attention” with this visual intent: “Decorative illustrative graphic evoking the theme of “The Stakes of Governing AI Bias: Why It Demands Our Attention”.” Keep the title, bullet text, and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,false,,,eligible_not_selected
103,editing::batch_17::edit_deck_1cbcaded580c__change_layout_001,validation,deck_editing,set_layout,change_layout,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Slide 4 is a long bullet list. Could you give it a more structured layout? Thanks!,false,true,11,4,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,Change only the slide titled “Why Evaluating Remote Learning Strategies in Public K-12 Education is Critical” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide. Use the scope definition slide—not the agenda or title slide.,6,semantic_title_target|citation_preservation|long_deck|similar_title_distractor|trivial_operation_penalty,medium,true,false,,,eligible_not_selected
104,editing::batch_17::edit_deck_1cbcaded580c__delete_redundant_slide_001,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Hi — slide 7 feels redundant. Can you remove it to make the deck a bit shorter?,true,true,11,7,{},target_number_to_unique_title,"Delete only the slide titled “Empirical Evidence on Learning and Well-being Outcomes” because it is redundant. Do not delete, move, or edit any other slide.",3,semantic_title_target|long_deck|trivial_operation_penalty,easy,true,false,,,eligible_not_selected
105,editing::batch_17::edit_deck_1cbcaded580c__delete_redundant_slide_002,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Hi — slide 9 feels redundant. Can you remove it to make the deck a bit shorter?,true,true,11,9,{},target_number_to_unique_title,"Delete only the slide titled “Limitations, Gaps, and Risks in Current Evidence and Practice” because it is redundant. Do not delete, move, or edit any other slide.",3,semantic_title_target|long_deck|trivial_operation_penalty,easy,true,true,hard_single_034,,selected
106,editing::batch_17::edit_deck_1cbcaded580c__expand_slide_002,validation,deck_editing,edit_content,expand_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Slide 7 (“Empirical Evidence on Learning and Well-being Outcomes”) is a bit thin. Can you develop it a little more using the same source? Thanks!,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
107,editing::batch_17::edit_deck_1cbcaded580c__improve_slide_001,validation,deck_editing,edit_content,improve_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Slide 7 feels weak. Can you make it better? Thanks!,true,true,11,7,"{""instruction"": ""Strengthen only the bullet wording so the slide's claim is more precise."", ""target"": ""bullets""}",target_number_to_unique_title+preservation_constraints_added+content_edit_wording_strengthened,"On the slide titled “Empirical Evidence on Learning and Well-being Outcomes”, strengthen only the bullet wording so the slide's claim is more precise. Keep the title and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",8,semantic_title_target|citation_preservation|content_transformation|long_deck,hard,true,true,hard_single_022,,selected
108,editing::batch_17::edit_deck_1cbcaded580c__insert_transition_slide_001,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Could you add a short transition slide after slide 3 to introduce the next part? Thanks!,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
109,editing::batch_17::edit_deck_1cbcaded580c__insert_transition_slide_002,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Hi — could you add a short transition slide after slide 4 to introduce the next part?,true,true,11,4,"{""after_slide_no"": 4, ""instruction"": ""Connect the surrounding sections briefly."", ""title"": ""Next: Defining Remote Learning Strategies and Evaluation Criteria""}",destination_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,Insert exactly one short transition slide titled “Next: Defining Remote Learning Strategies and Evaluation Criteria” directly after the slide titled “Why Evaluating Remote Learning Strategies in Public K-12 Education is Critical”. Use it only to connect that section to the following section. Preserve all citation and source references exactly as they are. Do not modify any existing slide. Use the scope definition slide—not the agenda or title slide.,9,semantic_title_destination|relative_position|citation_preservation|long_deck|similar_title_distractor,hard,true,true,hard_single_019,,selected
110,editing::batch_17::edit_deck_1cbcaded580c__move_for_flow_001,validation,deck_editing,move_slide,move_for_flow,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Could you move slide 11 to right after slide 3 to improve the flow?,true,true,11,11,"{""after_slide_no"": 3}",target_number_to_unique_title+preservation_constraints_added+destination_number_to_unique_title+limited_title_agenda_distractor,"Move the slide titled “What Evaluating Remote Learning Effectiveness Means for Future Practice” so it appears directly after the slide titled “The problem: why evaluating the effectiveness of remote learning strategies in public k-12 education matters”. Keep the moved slide's title, content, and layout unchanged. Preserve all citation and source references exactly as they are. Do not edit or move any other slide. Use the synthesis slide—not the agenda or title slide.",12,semantic_title_target|semantic_title_destination|relative_position|citation_preservation|long_deck|similar_title_distractor,hard,true,true,hard_single_011,,selected
111,editing::batch_17::edit_deck_1cbcaded580c__move_for_flow_002,validation,deck_editing,move_slide,move_for_flow,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Could you move slide 10 to right after slide 3 to improve the flow?,true,true,11,10,"{""after_slide_no"": 3}",target_number_to_unique_title+preservation_constraints_added+destination_number_to_unique_title+limited_title_agenda_distractor,"Move the slide titled “Actionable Guidance for Educators and Policymakers” so it appears directly after the slide titled “The problem: why evaluating the effectiveness of remote learning strategies in public k-12 education matters”. Keep the moved slide's title, content, and layout unchanged. Preserve all citation and source references exactly as they are. Do not edit or move any other slide. Use the data limitation slide—not the agenda or title slide.",12,semantic_title_target|semantic_title_destination|relative_position|citation_preservation|long_deck|similar_title_distractor,hard,true,false,,,eligible_not_selected
112,editing::batch_17::edit_deck_1cbcaded580c__relayout_slide_001,validation,deck_editing,set_layout,relayout_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Could you switch slide 3 to a TwoColumn layout? Keep the text the same. Thanks!,false,true,11,3,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,Change only the slide titled “The problem: why evaluating the effectiveness of remote learning strategies in public k-12 education matters” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide. Use the opening slide—not the agenda or title slide.,6,semantic_title_target|citation_preservation|long_deck|similar_title_distractor|trivial_operation_penalty,medium,true,true,hard_single_003,,selected
113,editing::batch_17::edit_deck_1cbcaded580c__relayout_slide_002,validation,deck_editing,set_layout,relayout_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Hi — could you switch slide 5 to a TwoColumn layout? Keep the text the same.,false,true,11,5,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added,Change only the slide titled “Defining Remote Learning Strategies and Evaluation Criteria” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide.,5,semantic_title_target|citation_preservation|long_deck|trivial_operation_penalty,medium,true,false,,,eligible_not_selected
114,editing::batch_17::edit_deck_1cbcaded580c__retitle_slide_001,validation,deck_editing,edit_slide,retitle_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Hi — could you give slide 3 a sharper title? Keep the content as is.,false,true,11,3,"{""new_title"": ""The problem: why evaluating the effectiveness of remote""}",target_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,"On the slide titled “The problem: why evaluating the effectiveness of remote learning strategies in public k-12 education matters”, replace only the title with “The problem: why evaluating the effectiveness of remote”. Keep all bullet content and the layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide. Use the opening slide—not the agenda or title slide.",7,semantic_title_target|citation_preservation|long_deck|similar_title_distractor,medium,true,true,hard_single_016,,selected
115,editing::batch_17::edit_deck_1cbcaded580c__retitle_slide_002,validation,deck_editing,edit_slide,retitle_slide,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Could you give slide 4 a sharper title? Keep the content as is.,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
116,editing::batch_17::edit_deck_1cbcaded580c__rewrite_slide_preserve_citation_001,validation,deck_editing,edit_content,rewrite_slide_preserve_citation,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,"Hi — please rephrase slide 3 more clearly, but keep the citation “Source: Michigan Virtual, 2022-23 K-12 Virtual Learning Effectiveness Report”.",false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
117,editing::batch_17::edit_deck_1cbcaded580c__set_decorative_image_001,validation,deck_editing,set_image,set_decorative_image,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Slide 3 looks plain. Could you add a simple decorative image to it? Thanks!,false,true,11,3,"{""image_prompt"": ""Decorative illustrative graphic evoking the theme of “The problem: why evaluating the effectiveness of remote learning strategies in public k-12 education matters”.""}",target_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,"Add exactly one decorative image to the slide titled “The problem: why evaluating the effectiveness of remote learning strategies in public k-12 education matters” with this visual intent: “Decorative illustrative graphic evoking the theme of “The problem: why evaluating the effectiveness of remote learning strategies in public k-12 education matters”.” Keep the title, bullet text, and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide. Use the opening slide—not the agenda or title slide.",7,semantic_title_target|citation_preservation|long_deck|similar_title_distractor,medium,true,true,hard_single_007,,selected
118,editing::batch_17::edit_deck_1cbcaded580c__set_decorative_image_002,validation,deck_editing,set_image,set_decorative_image,1,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,Slide 4 looks plain. Could you add a simple decorative image to it?,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
119,editing::batch_17::edit_deck_2c4959e9dac4__adapt_for_5_min_001,validation,deck_editing,edit_content|edit_content,adapt_for_5_min,2,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,I only have 5 minutes to present this. Can you tighten the deck to fit? Thanks!,true,false,0,,,,,,,,false,false,,unsupported_or_multi_operation_signature,excluded:unsupported_or_multi_operation_signature
120,editing::batch_17::edit_deck_2c4959e9dac4__change_layout_001,validation,deck_editing,set_layout,change_layout,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Slide 3 is a long bullet list. Could you give it a more structured layout?,false,true,10,3,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added,Change only the slide titled “The problem and why it matters” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide.,5,semantic_title_target|citation_preservation|long_deck|trivial_operation_penalty,medium,true,false,,,eligible_not_selected
121,editing::batch_17::edit_deck_2c4959e9dac4__delete_redundant_slide_001,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Slide 7 feels redundant. Can you remove it to make the deck a bit shorter? Thanks!,true,true,10,7,{},target_number_to_unique_title+limited_title_agenda_distractor,"Delete only the slide titled “Application of Advanced Battery Storage in a Grid-Scale Renewable Project” because it is redundant. Do not delete, move, or edit any other slide. Use the evidence slide—not the agenda or title slide.",4,semantic_title_target|long_deck|similar_title_distractor|trivial_operation_penalty,easy,true,true,hard_single_006,,selected
122,editing::batch_17::edit_deck_2c4959e9dac4__delete_redundant_slide_002,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Hi — slide 9 feels redundant. Can you remove it to make the deck a bit shorter?,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
123,editing::batch_17::edit_deck_2c4959e9dac4__improve_slide_001,validation,deck_editing,edit_content,improve_slide,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Hi — slide 7 feels weak. Can you make it better?,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
124,editing::batch_17::edit_deck_2c4959e9dac4__insert_transition_slide_001,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Could you add a short transition slide after slide 3 to introduce the next part?,true,true,10,3,"{""after_slide_no"": 3, ""instruction"": ""Connect the surrounding sections briefly."", ""title"": ""Next: Challenges in Renewable Energy Integration Driving Battery""}",destination_number_to_unique_title+preservation_constraints_added,Insert exactly one short transition slide titled “Next: Challenges in Renewable Energy Integration Driving Battery” directly after the slide titled “The problem and why it matters”. Use it only to connect that section to the following section. Preserve all citation and source references exactly as they are. Do not modify any existing slide.,8,semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,false,,,eligible_not_selected
125,editing::batch_17::edit_deck_2c4959e9dac4__insert_transition_slide_002,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Could you add a short transition slide after slide 4 to introduce the next part? Thanks!,true,true,10,4,"{""after_slide_no"": 4, ""instruction"": ""Connect the surrounding sections briefly."", ""title"": ""Next: Technical Mechanisms Underpinning Advanced Grid-Scale Battery Storage""}",destination_number_to_unique_title+preservation_constraints_added,Insert exactly one short transition slide titled “Next: Technical Mechanisms Underpinning Advanced Grid-Scale Battery Storage” directly after the slide titled “Challenges in Renewable Energy Integration Driving Battery Storage Innovation”. Use it only to connect that section to the following section. Preserve all citation and source references exactly as they are. Do not modify any existing slide.,8,semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,true,hard_single_046,,selected
126,editing::batch_17::edit_deck_2c4959e9dac4__move_for_flow_001,validation,deck_editing,move_slide,move_for_flow,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Hi — could you move slide 10 to right after slide 3 to improve the flow?,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
127,editing::batch_17::edit_deck_2c4959e9dac4__move_for_flow_002,validation,deck_editing,move_slide,move_for_flow,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Could you move slide 9 to right after slide 3 to improve the flow? Thanks!,true,true,10,9,"{""after_slide_no"": 3}",target_number_to_unique_title+preservation_constraints_added+destination_number_to_unique_title,"Move the slide titled “Current Limitations and Research Gaps in Grid-Scale Battery Storage” so it appears directly after the slide titled “The problem and why it matters”. Keep the moved slide's title, content, and layout unchanged. Preserve all citation and source references exactly as they are. Do not edit or move any other slide.",11,semantic_title_target|semantic_title_destination|relative_position|citation_preservation|long_deck,hard,true,true,hard_single_045,,selected
128,editing::batch_17::edit_deck_2c4959e9dac4__relayout_slide_001,validation,deck_editing,set_layout,relayout_slide,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Could you switch slide 4 to a TwoColumn layout? Keep the text the same.,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
129,editing::batch_17::edit_deck_2c4959e9dac4__relayout_slide_002,validation,deck_editing,set_layout,relayout_slide,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Could you switch slide 5 to a TwoColumn layout? Keep the text the same. Thanks!,false,true,10,5,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,Change only the slide titled “Technical Mechanisms Underpinning Advanced Grid-Scale Battery Storage” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide. Use the mechanism slide—not the agenda or title slide.,6,semantic_title_target|citation_preservation|long_deck|similar_title_distractor|trivial_operation_penalty,medium,true,true,hard_single_017,,selected
130,editing::batch_17::edit_deck_2c4959e9dac4__retitle_slide_001,validation,deck_editing,edit_slide,retitle_slide,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Could you give slide 3 a sharper title? Keep the content as is. Thanks!,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
131,editing::batch_17::edit_deck_2c4959e9dac4__retitle_slide_002,validation,deck_editing,edit_slide,retitle_slide,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Hi — could you give slide 4 a sharper title? Keep the content as is.,false,true,10,4,"{""new_title"": ""Renewable Energy Integration""}",target_number_to_unique_title+preservation_constraints_added,"On the slide titled “Challenges in Renewable Energy Integration Driving Battery Storage Innovation”, replace only the title with “Renewable Energy Integration”. Keep all bullet content and the layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,true,hard_single_037,,selected
132,editing::batch_17::edit_deck_2c4959e9dac4__rewrite_slide_preserve_citation_001,validation,deck_editing,edit_content,rewrite_slide_preserve_citation,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,"Please rephrase slide 3 more clearly, but keep the citation “Source: energy.gov, Energy Storage Reports and Data”. Thanks!",false,true,10,3,"{""instruction"": ""Rewrite only the bullet text so the main claim and supporting evidence are easier to distinguish."", ""target"": ""bullets""}",target_number_to_unique_title+preservation_constraints_added+content_edit_wording_strengthened,"On the slide titled “The problem and why it matters”, rewrite only the bullet text so the main claim and supporting evidence are easier to distinguish. Keep the title and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",8,semantic_title_target|citation_preservation|content_transformation|long_deck,hard,true,true,hard_single_042,,selected
133,editing::batch_17::edit_deck_2c4959e9dac4__rewrite_slide_preserve_citation_002,validation,deck_editing,edit_content,rewrite_slide_preserve_citation,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,"Hi — please rephrase slide 4 more clearly, but keep the citation “Source: energy.gov, Renewable Energy Integration”.",false,true,10,4,"{""instruction"": ""Rewrite only the bullet text so the main claim and supporting evidence are easier to distinguish."", ""target"": ""bullets""}",target_number_to_unique_title+preservation_constraints_added+content_edit_wording_strengthened,"On the slide titled “Challenges in Renewable Energy Integration Driving Battery Storage Innovation”, rewrite only the bullet text so the main claim and supporting evidence are easier to distinguish. Keep the title and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",8,semantic_title_target|citation_preservation|content_transformation|long_deck,hard,true,true,hard_single_029,,selected
134,editing::batch_17::edit_deck_2c4959e9dac4__set_decorative_image_001,validation,deck_editing,set_image,set_decorative_image,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Slide 3 looks plain. Could you add a simple decorative image to it?,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
135,editing::batch_17::edit_deck_2c4959e9dac4__set_decorative_image_002,validation,deck_editing,set_image,set_decorative_image,1,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,Slide 4 looks plain. Could you add a simple decorative image to it? Thanks!,false,true,10,4,"{""image_prompt"": ""Decorative illustrative graphic evoking the theme of “Challenges in Renewable Energy Integration Driving Battery Storage Innovation”.""}",target_number_to_unique_title+preservation_constraints_added,"Add exactly one decorative image to the slide titled “Challenges in Renewable Energy Integration Driving Battery Storage Innovation” with this visual intent: “Decorative illustrative graphic evoking the theme of “Challenges in Renewable Energy Integration Driving Battery Storage Innovation”.” Keep the title, bullet text, and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,false,,,eligible_not_selected
136,editing::batch_17::edit_deck_9a97e919ff3b__adapt_for_5_min_001,validation,deck_editing,edit_content|edit_content,adapt_for_5_min,2,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,I only have 5 minutes to present this. Can you tighten the deck to fit? Thanks!,true,false,0,,,,,,,,false,false,,unsupported_or_multi_operation_signature,excluded:unsupported_or_multi_operation_signature
